"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Pertussis","All cases","Age standardised rate","N/100000","2002","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","FR","France",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","IE","Ireland",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","IS","Iceland",2.796643170,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","IT","Italy",5.115159330,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","LT","Lithuania",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","MT","Malta",0.851161260,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","NL","Netherlands",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","NO","Norway",66.438083920,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","PT","Portugal",0.018649040,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","SE","Sweden",12.822213380,""
"Pertussis","All cases","Age standardised rate","N/100000","2002","UK","United Kingdom",0.569225610,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","AT","Austria",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","BG","Bulgaria",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","CY","Cyprus",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","CZ","Czechia",3.268625840,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","DK","Denmark",9.124812430,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","EE","Estonia",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","EL","Greece",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","ES","Spain",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","EUEEA30_21","EU/EEA (without UK)",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","FI","Finland",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","FR","France",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","HR","Croatia",2.181339470,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","HU","Hungary",0.295272500,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","IE","Ireland",0.713093790,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","IS","Iceland",0.740931470,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","IT","Italy",2.455926580,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","LT","Lithuania",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","LU","Luxembourg",0.000000000,""
