"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","DE","Germany",0.065639050,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","ES","Spain",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","EU27_21","EU (without UK)",0.025196000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","EU27_UK_21","EU (with UK until 2019)",0.035042000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","EUEEA30_21","EU/EEA (without UK)",0.025196000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",0.035042000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","FI","Finland",0.064850310,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","FR","France",0.020846580,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","IT","Italy",0.005018070,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","SE","Sweden",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2009","UK","United Kingdom",0.090376960,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","AT","Austria",0.024549900,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","BE","Belgium",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","DE","Germany",0.045396710,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","ES","Spain",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","EU27_21","EU (without UK)",0.026672000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",0.042092000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",0.026672000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",0.042092000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","FI","Finland",0.021655460,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","FR","France",0.068415910,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","IE","Ireland",0.020273160,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","IT","Italy",0.012790280,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","SE","Sweden",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2010","UK","United Kingdom",0.128165990,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","AT","Austria",0.021991420,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","BE","Belgium",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","DE","Germany",0.015706600,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","ES","Spain",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","EU27_21","EU (without UK)",0.008269000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",0.010494000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",0.008269000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",0.010494000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","FI","Finland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","FR","France",0.018857870,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","IT","Italy",0.003508300,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","SE","Sweden",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2011","UK","United Kingdom",0.022776560,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","AT","Austria",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","BE","Belgium",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","DE","Germany",0.011282760,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","ES","Spain",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","EU27_21","EU (without UK)",0.008173000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","EU27_UK_21","EU (with UK until 2019)",0.012214000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","EUEEA30_21","EU/EEA (without UK)",0.008173000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",0.012214000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","FI","Finland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","FR","France",0.018027840,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","IT","Italy",0.009647870,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","SE","Sweden",0.023884180,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2012","UK","United Kingdom",0.034660610,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","AT","Austria",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","BE","Belgium",0.066438140,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","DE","Germany",0.019929380,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","ES","Spain",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","EU27_21","EU (without UK)",0.012987000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","EU27_UK_21","EU (with UK until 2019)",0.017380000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","EUEEA30_21","EU/EEA (without UK)",0.012987000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",0.017380000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","FI","Finland",0.021796670,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","FR","France",0.019211510,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","IT","Italy",0.005419800,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","SE","Sweden",0.056963710,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2013","UK","United Kingdom",0.041680970,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","BE","Belgium",0.685863130,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","CZ","Czechia",0.029138150,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","DE","Germany",0.202176860,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","EL","Greece",0.009530890,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","ES","Spain",0.567459850,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","EU27_21","EU (without UK)",0.238070000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","EU27_UK_21","EU (with UK until 2019)",0.271035000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","EUEEA30_21","EU/EEA (without UK)",0.238070000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",0.271035000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","FI","Finland",0.082035580,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","FR","France",0.549820750,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","HU","Hungary",0.020415620,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","IE","Ireland",0.020755340,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","IT","Italy",0.060719290,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","SE","Sweden",0.211207410,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2014","UK","United Kingdom",0.472550710,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","BE","Belgium",0.409792020,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","CZ","Czechia",0.009144850,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","DE","Germany",0.145270190,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","ES","Spain",0.452944250,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","EU27_21","EU (without UK)",0.124153000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","EU27_UK_21","EU (with UK until 2019)",0.129682000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","EUEEA30_21","EU/EEA (without UK)",0.124153000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",0.129682000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","FI","Finland",0.137515900,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","FR","France",0.109375580,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","HU","Hungary",0.021396430,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","IE","Ireland",0.022927830,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","IT","Italy",0.031520810,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","LV","Latvia",0.107002690,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","PT","Portugal",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","SE","Sweden",0.226956440,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2015","UK","United Kingdom",0.164168130,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","AT","Austria",0.103019920,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","BE","Belgium",0.265015710,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","CZ","Czechia",0.070143070,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","DE","Germany",0.092496260,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","EL","Greece",0.020058990,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","ES","Spain",0.222514860,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","EU27_21","EU (without UK)",0.076324000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","EU27_UK_21","EU (with UK until 2019)",0.101992000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","EUEEA30_21","EU/EEA (without UK)",0.076324000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",0.101992000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","FI","Finland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","FR","France",0.066160370,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","HU","Hungary",0.010361740,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","IT","Italy",0.026301200,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","MT","Malta",0.219773870,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","PT","Portugal",0.028898920,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","SE","Sweden",0.214169130,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","SI","Slovenia",0.100780300,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2016","UK","United Kingdom",0.264572580,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","AT","Austria",0.057499040,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","BE","Belgium",0.086509530,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","DE","Germany",0.043157070,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","ES","Spain",0.115133790,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","EU27_21","EU (without UK)",0.102195000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","EU27_UK_21","EU (with UK until 2019)",0.110360000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","EUEEA30_21","EU/EEA (without UK)",0.102195000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",0.110360000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","FI","Finland",0.097404540,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","FR","France",0.054498380,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","HU","Hungary",0.009499150,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","IT","Italy",0.437130470,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","PT","Portugal",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","SE","Sweden",0.122528570,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2017","UK","United Kingdom",0.161793390,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","AT","Austria",0.009875830,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","BE","Belgium",0.029726520,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","CZ","Czechia",0.058711260,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","DE","Germany",0.032965610,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","EL","Greece",0.010438810,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","ES","Spain",0.061942840,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","EU27_21","EU (without UK)",0.027441000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","EU27_UK_21","EU (with UK until 2019)",0.036287000,""
"Chikungunya virus disease","All cases","Age standardised rate","N/100000","2018","EUEEA30_21","EU/EEA (without UK)",0.027441000,""
