"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","EU27_21","EU (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","EU27_UK_21","EU (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","EUEEA30_21","EU/EEA (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","FI","Finland",7.177180530,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","HU","Hungary",1.023969110,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","IE","Ireland",1.334069830,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","IS","Iceland",8.090379950,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","LT","Lithuania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","LU","Luxembourg",0.374327400,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","LV","Latvia",0.822726970,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","MT","Malta",0.484773940,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","NO","Norway",6.147643470,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","RO","Romania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","SE","Sweden",13.031170130,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","SI","Slovenia",0.441557010,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","SK","Slovakia",2.605850050,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2009","UK","United Kingdom",5.885798110,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","BE","Belgium",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","BG","Bulgaria",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","CY","Cyprus",1.458768440,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","CZ","Czechia",0.493397470,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","DE","Germany",5.057835510,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","EE","Estonia",19.589911370,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","ES","Spain",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","EU27_21","EU (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","FI","Finland",7.113080260,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","HU","Hungary",0.894051150,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","IE","Ireland",1.172012910,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","IS","Iceland",6.993984560,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","LT","Lithuania",0.611413480,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","LU","Luxembourg",0.000000000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","LV","Latvia",0.998721500,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","MT","Malta",1.307759170,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","NO","Norway",5.152636670,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","RO","Romania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","SE","Sweden",14.022099420,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","SI","Slovenia",0.920249410,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","SK","Slovakia",3.106339220,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2010","UK","United Kingdom",6.376211730,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","BE","Belgium",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","BG","Bulgaria",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","CY","Cyprus",0.245432390,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","CZ","Czechia",0.442827590,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","DE","Germany",5.461844510,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","EE","Estonia",18.381820060,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","ES","Spain",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","EU27_21","EU (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","FI","Finland",7.747187410,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","HU","Hungary",0.876971490,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","IE","Ireland",1.107856320,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","IS","Iceland",10.051740520,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","LT","Lithuania",0.270688100,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","LU","Luxembourg",0.000000000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","LV","Latvia",0.747816540,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","MT","Malta",2.614629800,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","NO","Norway",4.583954040,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","RO","Romania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","SE","Sweden",11.110160070,""
